primary_access_id_project;access_id_project;access_name_project;regional_project;provinsi_project;area_project;pic_project;hpplan_project;status_po;number_po;tanggal_po;tahun_po;nilai_awal_po;hp_po;po_estimasi;eks_kompetitor;tgl_canvasing;surat_ijin_bak;bak_bak;status_bak;tanggal_bak;hp_bak;report_cbn;kmz_cbn;status_cbn;tgl_submite_cbn;tgl_approve_cbn;spk_nomor;spk_tanggal;spk_target_rfs;spk_hp;report_hld;apd_hld;boq_hld;status_hld;tgl_submit_hld;tgl_approve_hld;hp_hld;apd_lld;boq_lld;report_lld;autocad_lld;schematic_lld;maincore_lld;penambang_jalan_lld;bid_lld;status_lld;tgl_submite_lld;tgl_approve_lld;hp_lld;tgl_kom;tgl_pks;tiang_implementasi;kabel_implementasi;dpfo_implementasi;cortiang_implementasi;atp_implementasi;status_implementasi;tanggal_rfs;hp_rfs;tanggal_atp;hp_atp;tanggal_bast;main_status;remarks_status;submit_invoice_bast;nilai_invoice_bast;plan_invoice_bast;keterangan_bast;submit_invoice_retensi;nilai_invoice_retensi;plan_invoice_retensi;keterangan_retensi;total_invoice;total_sisa_invoice
300;;Komp. Angsana;Regional 4;Kalimantan Selatan;Banjarmasin;Isnandi Aji;200;Belum Terbit PO;;;;;;200000000;;18/01/2025;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;B. Canvasing Done;18/01/25 : Ketua RT mau konfirmasi kewarga dlu.;;;;;;;;;;
301;;Komp. Kebun Jeruk Permai;Regional 4;Kalimantan Selatan;Banjarmasin;Isnandi Aji;200;Belum Terbit PO;;;;;;200000000;;22/01/2025;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;B. Canvasing Done;22/01/25 : Ketua RT mau konfirmasi kewarga dlu.;;;;;;;;;;
302;;Komp Anugrah Persada Perma;Regional 4;Kalimantan Selatan;Banjarmasin;Isnandi Aji;200;Belum Terbit PO;;;;;;200000000;;22/01/2025;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;B. Canvasing Done;18/01/25 : Ketua RT mau konfirmasi kewarga dlu.;;;;;;;;;;
303;;Megawon;Regional 3;Jawa Tengah;Kudus;Irfan Nur Fauzi;1200;Belum Terbit PO;;;;;;1200000000;indihome;;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;X. HOLD;"10/01/25 : Info Pak Andika FS  di HOLD dulu Karena inercity masih jadi issue permintaan pu tidak mau metode KU
02/01/25 : Plan Canvassing W1 Jan 2025";;;;;;;;;0;0
304;;Gelantengan;Regional 3;Jawa Tengah;Kudus;Irfan Nur Fauzi;1000;Belum Terbit PO;;;;;;1000000000;;;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;X. HOLD;"10/01/25 : Info Pak Andika FS  di HOLD dulu Karena inercity masih jadi issue permintaan pu tidak mau metode KU
02/01/25 : Plan Canvassing W1 Jan 2025";;;;;;;;;;
305;;Nganguk;Regional 3;Jawa Tengah;Kudus;Irfan Nur Fauzi;1300;Belum Terbit PO;;;;;;1300000000;;;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;X. HOLD;"10/01/25 : Info Pak Andika FS  di HOLD dulu Karena inercity masih jadi issue permintaan pu tidak mau metode KU
02/01/25 : Plan Canvassing W1 Jan 2025";;;;;;;;;;
306;;Kaliputu;Regional 3;Jawa Tengah;Kudus;Irfan Nur Fauzi;99;Belum Terbit PO;;;;;;99,000,000;;;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;X. HOLD;"10/01/25 : Info Pak Andika FS  di HOLD dulu Karena inercity masih jadi issue permintaan pu tidak mau metode KU
02/01/25 : Plan Canvassing W1 Jan 2025";;;;;;;;;;
307;;Langgardalem;Regional 3;Jawa Tengah;Kudus;Irfan Nur Fauzi;99;Belum Terbit PO;;;;;;99,000,000;;;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;X. HOLD;"10/01/25 : Info Pak Andika FS  di HOLD dulu Karena inercity masih jadi issue permintaan pu tidak mau metode KU
02/01/25 : Plan Canvassing W1 Jan 2025";;;;;;;;;;
308;;Ploso;Regional 3;Jawa Tengah;Kudus;Irfan Nur Fauzi;99;Belum Terbit PO;;;;;;99,000,000;;;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;X. HOLD;"10/01/25 : Info Pak Andika FS  di HOLD dulu Karena inercity masih jadi issue permintaan pu tidak mau metode KU
02/01/25 : Plan Canvassing W1 Jan 2025";;;;;;;;;;
309;;Jati kulon;Regional 3;Jawa Tengah;Kudus;Irfan Nur Fauzi;1100;Belum Terbit PO;;;;;;1,100,000,000;;;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;X. HOLD;"10/01/25 : Info Pak Andika FS  di HOLD dulu Karena inercity masih jadi issue permintaan pu tidak mau metode KU
02/01/25 : Plan Canvassing W1 Jan 2025";;;;;;;;;;
310;;Barongan;Regional 3;Jawa Tengah;Kudus;Irfan Nur Fauzi;1000;Belum Terbit PO;;;;;;1,000,000,000;;;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;X. HOLD;"10/01/25 : Info Pak Andika FS  di HOLD dulu Karena inercity masih jadi issue permintaan pu tidak mau metode KU
02/01/25 : Plan Canvassing W1 Jan 2025";;;;;;;;;;
311;;Kramat;Regional 3;Jawa Tengah;Kudus;Irfan Nur Fauzi;99;Belum Terbit PO;;;;;;99,000,000;;;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;X. HOLD;"10/01/25 : Info Pak Andika FS  di HOLD dulu Karena inercity masih jadi issue permintaan pu tidak mau metode KU
02/01/25 : Plan Canvassing W1 Jan 2025";;;;;;;;;;
312;;Mlati Kidul;Regional 3;Jawa Tengah;Kudus;Irfan Nur Fauzi;99;Belum Terbit PO;;;;;;99,000,000;;;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;X. HOLD;"10/01/25 : Info Pak Andika FS  di HOLD dulu Karena inercity masih jadi issue permintaan pu tidak mau metode KU
02/01/25 : Plan Canvassing W1 Jan 2025";;;;;;;;;;
313;;Wergu Wetan;Regional 3;Jawa Tengah;Kudus;Irfan Nur Fauzi;99;Belum Terbit PO;;;;;;99,000,000;;;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;X. HOLD;"10/01/25 : Info Pak Andika FS  di HOLD dulu Karena inercity masih jadi issue permintaan pu tidak mau metode KU
02/01/25 : Plan Canvassing W1 Jan 2025";;;;;;;;;;
314;;Wergu Kulon;Regional 3;Jawa Tengah;Kudus;Irfan Nur Fauzi;350;Belum Terbit PO;;;;;;350,000,000;;;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;X. HOLD;"10/01/25 : Info Pak Andika FS  di HOLD dulu Karena inercity masih jadi issue permintaan pu tidak mau metode KU
02/01/25 : Plan Canvassing W1 Jan 2025";;;;;;;;;;
315;;Pajungan;Regional 3;Jawa Tengah;Kudus;Irfan Nur Fauzi;1040;Belum Terbit PO;;;;;;1040000000;;;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;X. HOLD;"10/01/25 : Info Pak Andika FS  di HOLD dulu Karena inercity masih jadi issue permintaan pu tidak mau metode KU
02/01/25 : Plan Canvassing W1 Jan 2025";;;;;;;;;;
316;;Demangan;Regional 3;Jawa Tengah;Kudus;Irfan Nur Fauzi;987;Belum Terbit PO;;;;;;987,000,000;;;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;X. HOLD;"10/01/25 : Info Pak Andika FS  di HOLD dulu Karena inercity masih jadi issue permintaan pu tidak mau metode KU
02/01/25 : Plan Canvassing W1 Jan 2025";;;;;;;;;;
317;;Ngembal Rejo;Regional 3;Jawa Tengah;Kudus;Irfan Nur Fauzi;1320;Belum Terbit PO;;;;;;1320000000;;;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;X. HOLD;"10/01/25 : Info Pak Andika FS  di HOLD dulu Karena inercity masih jadi issue permintaan pu tidak mau metode KU
02/01/25 : Plan Canvassing W1 Jan 2025";;;;;;;;;;
318;;Ngembal Kulon;Regional 3;Jawa Tengah;Kudus;Irfan Nur Fauzi;1.167;Belum Terbit PO;;;;;;1167000;;;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;X. HOLD;"10/01/25 : Info Pak Andika FS  di HOLD dulu Karena inercity masih jadi issue permintaan pu tidak mau metode KU
02/01/25 : Plan Canvassing W1 Jan 2025";;;;;;;;;;
319;;Panjang;Regional 3;Jawa Tengah;Kudus;Irfan Nur Fauzi;300;Belum Terbit PO;;;;;;300,000,000;;;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;X. HOLD;"10/01/25 : Info Pak Andika FS  di HOLD dulu Karena inercity masih jadi issue permintaan pu tidak mau metode KU
02/01/25 : Plan Canvassing W1 Jan 2025";;;;;;;;;;
320;;Peganjaran;Regional 3;Jawa Tengah;Kudus;Irfan Nur Fauzi;300;Belum Terbit PO;;;;;;300,000,000;;;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;X. HOLD;"10/01/25 : Info Pak Andika FS  di HOLD dulu Karena inercity masih jadi issue permintaan pu tidak mau metode KU
02/01/25 : Plan Canvassing W1 Jan 2025";;;;;;;;;;
321;;Krandon;Regional 3;Jawa Tengah;Kudus;Irfan Nur Fauzi;300;Belum Terbit PO;;;;;;300000000;;;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;X. HOLD;"10/01/25 : Info Pak Andika FS  di HOLD dulu Karena inercity masih jadi issue permintaan pu tidak mau metode KU
02/01/25 : Plan Canvassing W1 Jan 2025";;;;;;;;;;
322;;Janggalan;Regional 3;Jawa Tengah;Kudus;Irfan Nur Fauzi;300;Belum Terbit PO;;;;;;300,000,000;;;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;X. HOLD;"10/01/25 : Info Pak Andika FS  di HOLD dulu Karena inercity masih jadi issue permintaan pu tidak mau metode KU
02/01/25 : Plan Canvassing W1 Jan 2025";;;;;;;;;;
323;;Damaran;Regional 3;Jawa Tengah;Kudus;Irfan Nur Fauzi;300;Belum Terbit PO;;;;;;300,000,000;;;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;X. HOLD;"10/01/25 : Info Pak Andika FS  di HOLD dulu Karena inercity masih jadi issue permintaan pu tidak mau metode KU
02/01/25 : Plan Canvassing W1 Jan 2025";;;;;;;;;;
324;;Sunggingan;Regional 3;Jawa Tengah;Kudus;Irfan Nur Fauzi;300;Belum Terbit PO;;;;;;300,000,000;;;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;X. HOLD;"10/01/25 : Info Pak Andika FS  di HOLD dulu Karena inercity masih jadi issue permintaan pu tidak mau metode KU
02/01/25 : Plan Canvassing W1 Jan 2025";;;;;;;;;;
325;;Mlati Lor;Regional 3;Jawa Tengah;Kudus;Irfan Nur Fauzi;400;Belum Terbit PO;;;;;;400,000,000;;;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;X. HOLD;"10/01/25 : Info Pak Andika FS  di HOLD dulu Karena inercity masih jadi issue permintaan pu tidak mau metode KU
02/01/25 : Plan Canvassing W1 Jan 2025";;;;;;;;;;
326;;Mlato Norowito;Regional 3;Jawa Tengah;Kudus;Irfan Nur Fauzi;500;Belum Terbit PO;;;;;;500,000,000;;;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;X. HOLD;"10/01/25 : Info Pak Andika FS  di HOLD dulu Karena inercity masih jadi issue permintaan pu tidak mau metode KU
02/01/25 : Plan Canvassing W1 Jan 2025";;;;;;;;;;
327;;Getasan Pejaten;Regional 3;Jawa Tengah;Kudus;Irfan Nur Fauzi;500;Belum Terbit PO;;;;;;500,000,000;indihome, fm, mnc;;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;X. HOLD;"10/01/25 : Info Pak Andika FS  di HOLD dulu Karena inercity masih jadi issue permintaan pu tidak mau metode KU
02/01/25 : Plan Canvassing W1 Jan 2025";;;;;;;;;0;0
328;;Rendeng;Regional 3;Jawa Tengah;Kudus;Irfan Nur Fauzi;500;Belum Terbit PO;;;;;;500,000,000;indihome, fm, myrep;;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;X. HOLD;"10/01/25 : Info Pak Andika FS  di HOLD dulu Karena inercity masih jadi issue permintaan pu tidak mau metode KU
02/01/25 : Plan Canvassing W1 Jan 2025";;;;;;;;;0;0
329;;Bakalankrapyak;Regional 3;Jawa Tengah;Kudus;Irfan Nur Fauzi;500;Belum Terbit PO;;;;;;500,000,000;indihome;;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;X. HOLD;"10/01/25 : Info Pak Andika FS  di HOLD dulu Karena inercity masih jadi issue permintaan pu tidak mau metode KU
02/01/25 : Plan Canvassing W1 Jan 2025";;;;;;;;;0;0
330;;Purwosari;Regional 3;Jawa Tengah;Kudus;Irfan Nur Fauzi;500;Belum Terbit PO;;;;;;500,000,000;indihome, first media;;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;X. HOLD;"10/01/25 : Info Pak Andika FS  di HOLD dulu Karena inercity masih jadi issue permintaan pu tidak mau metode KU
02/01/25 : Plan Canvassing W1 Jan 2025";;;;;;;;;0;0
331;;Jati Wetan;Regional 3;Jawa Tengah;Kudus;Irfan Nur Fauzi;500;Belum Terbit PO;;;;;;500,000,000;;;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;X. HOLD;"10/01/25 : Info Pak Andika FS  di HOLD dulu Karena inercity masih jadi issue permintaan pu tidak mau metode KU
02/01/25 : Plan Canvassing W1 Jan 2025";;;;;;;;;0;0
332;;Tumpang Krasak;Regional 3;Jawa Tengah;Kudus;Irfan Nur Fauzi;600;Belum Terbit PO;;;;;;600,000,000;;;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;X. HOLD;"10/01/25 : Info Pak Andika FS  di HOLD dulu Karena inercity masih jadi issue permintaan pu tidak mau metode KU
02/01/25 : Plan Canvassing W1 Jan 2025";;;;;;;;;;
333;;Dersalam;Regional 3;Jawa Tengah;Kudus;Irfan Nur Fauzi;700;Belum Terbit PO;;;;;;700,000,000;;;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;X. HOLD;"10/01/25 : Info Pak Andika FS  di HOLD dulu Karena inercity masih jadi issue permintaan pu tidak mau metode KU
02/01/25 : Plan Canvassing W1 Jan 2025";;;;;;;;;;
334;;Pasuruhan Lor;Regional 3;Jawa Tengah;Kudus;Irfan Nur Fauzi;700;Belum Terbit PO;;;;;;700,000,000;;;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;X. HOLD;"10/01/25 : Info Pak Andika FS  di HOLD dulu Karena inercity masih jadi issue permintaan pu tidak mau metode KU
02/01/25 : Plan Canvassing W1 Jan 2025";;;;;;;;;;
335;;Singocandi;Regional 3;Jawa Tengah;Kudus;Irfan Nur Fauzi;1000;Belum Terbit PO;;;;;;1,000,000,000;;;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;X. HOLD;"10/01/25 : Info Pak Andika FS  di HOLD dulu Karena inercity masih jadi issue permintaan pu tidak mau metode KU
02/01/25 : Plan Canvassing W1 Jan 2025";;;;;;;;;;
336;;Gribig;Regional 3;Jawa Tengah;Kudus;Irfan Nur Fauzi;99;Belum Terbit PO;;;;;;99,000,000;Indihome, My Republik;;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;X. HOLD;7/1/25 : Pihak Kades sedang keluar kota, sementara pak sekdes tidak bisa memutuskan;;;;;;;;;0;0
337;;Prambatan Kidul;Regional 3;Jawa Tengah;Kudus;Irfan Nur Fauzi;1000;Belum Terbit PO;;;;;;1,000,000,000;TELKOM, MYREPUBLIK & BIZNET;;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;X. HOLD;"10/01/25 : Info Pak Andika FS  di HOLD dulu Karena inercity masih jadi issue permintaan pu tidak mau metode KU
02/01/25 : Plan Canvassing W1 Jan 2025";;;;;;;;;0;0
338;;Prambatan Lor;Regional 3;Jawa Tengah;Kudus;Irfan Nur Fauzi;1000;Belum Terbit PO;;;;;;1,000,000,000;My Republik , Indihome;;;;NOT OK;27/12/2024;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;X. HOLD;"10/01/25 : Info Pak Andika FS  di HOLD dulu Karena inercity masih jadi issue permintaan pu tidak mau metode KU
02/01/25 : Plan Canvassing W1 Jan 2025";;;;;;;;;;
339;;Garung Lor;Regional 3;Jawa Tengah;Kudus;Irfan Nur Fauzi;1000;Belum Terbit PO;;;;;;1,000,000,000;My Republik , Indihome;;;;NOT OK;27/12/2024;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;X. HOLD;"10/01/25 : Info Pak Andika FS  di HOLD dulu Karena inercity masih jadi issue permintaan pu tidak mau metode KU
02/01/25 : Plan Canvassing W1 Jan 2025";;;;;;;;;;
340;;SINGOCANDI;Regional 3;Jawa Tengah;Kudus;Irfan Nur Fauzi;99;Belum Terbit PO;;;;;;99,000,000;;;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;X. HOLD;"10/01/25 : Info Pak Andika FS  di HOLD dulu Karena inercity masih jadi issue permintaan pu tidak mau metode KU
02/01/25 : Plan Canvassing W1 Jan 2025";;;;;;;;;;
341;;PURWOSARI;Regional 3;Jawa Tengah;Kudus;Irfan Nur Fauzi;99;Belum Terbit PO;;;;;;99,000,000;;;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;X. HOLD;"10/01/25 : Info Pak Andika FS  di HOLD dulu Karena inercity masih jadi issue permintaan pu tidak mau metode KU
02/01/25 : Plan Canvassing W1 Jan 2025";;;;;;;;;;
342;;PRAMBATAN KIDUL;Regional 3;Jawa Tengah;Kudus;Irfan Nur Fauzi;99;Belum Terbit PO;;;;;;99000000;;;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;X. HOLD;"10/01/25 : Info Pak Andika FS  di HOLD dulu Karena inercity masih jadi issue permintaan pu tidak mau metode KU
02/01/25 : Plan Canvassing W1 Jan 2025";;;;;;;;;;
343;;BAKALANKRAPYAK;Regional 3;Jawa Tengah;Kudus;Irfan Nur Fauzi;99;Belum Terbit PO;;;;;;99000000;;;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;X. HOLD;"10/01/25 : Info Pak Andika FS  di HOLD dulu Karena inercity masih jadi issue permintaan pu tidak mau metode KU
02/01/25 : Plan Canvassing W1 Jan 2025";;;;;;;;;;
344;;DESA GAPURO;Regional 3;Jawa Tengah;Batang;Irfan Nur Fauzi;99;Tidak Terbit PO;;;;;;;Indihome, Yyrep;17/12/2024;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;Y. DROP;"02/01/25 : Reject
Sudah ada Wi-Fi BUMDES";;;;;;;;;;
345;;DESA KEBANJIRAN;Regional 3;Jawa Tengah;Batang;Irfan Nur Fauzi;99;Tidak Terbit PO;;;;;;;;17/12/2024;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;Y. DROP;"02/01/25 : Reject
Sudah ada Wi-Fi BUMDES";;;;;;;;;;
346;;DESA WARUNGASEM;Regional 3;Jawa Tengah;Batang;Irfan Nur Fauzi;99;Tidak Terbit PO;;;;;;;;18/12/2024;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;Y. DROP;"02/01/25 : Reject
di karenakan Telah banyak jaringan dan itupun melibatkan warga lokal yang mengelola";;;;;;;;;;
347;ACCESS0042-01-2025;FBEOPA BTG Sawahjoho RW 01 TK;Regional 3;Jawa Tengah;Batang;Irfan Nur Fauzi;130;Belum Terbit PO;;;;;;130000000;indihome, mnc;27/12/2024;DONE;DONE;OK;45654;130;DONE;DONE;OK;30/12/2024;06/01/2025;No.019/MAP/JKT/NDV/LAK/REF/I/2025 ;08/01/2025;W1-Februari 2025;200;DONE;DONE;DONE;OK;10/01/2025;;200;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;H. Waiting Approval HLD;"15.01/25 : Menunggu Approval HLD
10/01/25 : Menunggu Approval HLD
08/01/25 : Terbit SPK Implementasi
28/12/24 : Done BAK 
27/12/24 : Canvasing Awal";;;;;;;;;0;0
348;ACCESS0043-01-2025;FBEOPA BTG Sawahjoho RW 02 TK;Regional 3;Jawa Tengah;Batang;Irfan Nur Fauzi;120;Belum Terbit PO;;;;;;120000000;indihome, mnc;27/12/2024;DONE;DONE;OK;28/12/2024;120;DONE;DONE;OK;30/12/2024;06/01/2025;No.019/MAP/JKT/NDV/LAK/REF/I/2025 ;08/01/2025;W1-Februari 2025;300;DONE;DONE;DONE;OK;11/01/2025;;300;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;H. Waiting Approval HLD;"15.01/25 : Menunggu Approval HLD
10/01/25 : Menunggu Approval HLD
08/01/25 : Terbit SPK Implementasi
28/12/24 : Done BAK 
27/12/24 : Canvasing Awal";;;;;;;;;0;0
349;ACCESS0044-01-2025;FBEOPA BTG Sawahjoho RW 03 TK;Regional 3;Jawa Tengah;Batang;Irfan Nur Fauzi;180;Belum Terbit PO;;;;;;180000000;indihome, mnc;27/12/2024;DONE;DONE;OK;45654;180;DONE;DONE;OK;30/12/2024;06/01/2025;No.019/MAP/JKT/NDV/LAK/REF/I/2025 ;08/01/2025;W3-Februari 2025;350;DONE;DONE;DONE;OK;10/01/2025;;350;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;H. Waiting Approval HLD;"15.01/25 : Menunggu Approval HLD
10/01/25 : Menunggu Approval HLD
08/01/25 : Terbit SPK Implementasi
28/12/24 : Done BAK 
27/12/24 : Canvasing Awal";;;;;;;;;0;0
350;ACCESS0045-01-2025;FBEOPA BTG Sawahjoho RW 04 TK;Regional 3;Jawa Tengah;Batang;Irfan Nur Fauzi;250;Belum Terbit PO;;;;;;250,000,000;indihome, mnc;27/12/2024;DONE;DONE;OK;45654;250;DONE;DONE;OK;30/12/2024;06/01/2025;No.019/MAP/JKT/NDV/LAK/REF/I/2025 ;08/01/2025;W1-Februari 2025;300;DONE;DONE;DONE;OK;11/01/2025;;300;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;H. Waiting Approval HLD;"15.01/25 : Menunggu Approval HLD
10/01/25 : Menunggu Approval HLD
08/01/25 : Terbit SPK Implementasi
28/12/24 : Done BAK 
27/12/24 : Canvasing Awal";;;;;;;;;0;0
351;ACCESS0031-01-2025;FBEOPA BTG Lebo RW 01 TK;Regional 3;Jawa Tengah;Batang;Irfan Nur Fauzi;160;Belum Terbit PO;;;;;;160000000;indihome, mnc;20/12/2024;DONE;DONE;OK;45650;160;DONE;DONE;OK;13/01/2025;13/01/2025;No.019/MAP/JKT/NDV/LAK/REF/I/2025 ;08/01/2025;W1-Februari 2025;300;DONE;DONE;DONE;OK;15/01/2025;17/01/2025;300;DONE;DONE;DONE;DONE;DONE;DONE;DONE;DONE;OK;23/01/2025;;;;;;;;;;NOT OK;;;;;;J. Waiting Approval LLD;"17/01/25 : Approval HLD Tanggal 15 Januari 2025
15/01/25 : Submit Kembali HLD by Email Tanggal  15 Januari 2025
13/01/25 : Submit HLD by Email Tanggal  13 Januari 2025
10/01/25 : Target HLD Tanggal 11 Januari 2025
24/12/24 : BAK Done
20/12/24 : Canvasing Awal";;;;;;;;;0;0
